Extracurricular_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,study_hours,sleep_hours,Academic Pressure,Financial Stress,Depression
3.2,0.5,8.4,3.28,High,6,6,3.0,3.0,1
3.2,0.5,8.4,3.28,High,6,6,4.0,3.0,1
3.2,0.5,8.4,3.28,High,6,6,4.0,3.0,1
1.1,2.1,5.8,2.93,Moderate,7,8,3.0,2.0,0
1.1,2.1,5.8,2.93,Moderate,7,8,5.0,4.0,1
1.1,2.1,5.8,2.93,Moderate,7,8,5.0,4.0,1
3.7,1.0,2.1,3.04,High,10,8,1.0,5.0,0
3.7,1.0,2.1,3.04,High,10,8,5.0,2.0,0
3.7,1.0,2.1,3.04,High,10,8,5.0,1.0,1
0.0,4.4,2.2,3.38,High,10,8,2.0,4.0,1
0.0,4.4,2.2,3.38,High,10,8,1.0,1.0,1
0.0,4.4,2.2,3.38,High,10,8,5.0,2.0,1
0.0,4.4,2.2,3.38,High,10,8,4.0,4.0,1
0.0,4.4,2.2,3.38,High,10,8,5.0,4.0,1
0.0,4.4,2.2,3.38,High,10,8,5.0,2.0,0
0.0,4.4,2.2,3.38,High,10,8,3.0,5.0,1
0.0,4.4,2.2,3.38,High,10,8,1.0,4.0,1
0.0,4.4,2.2,3.38,High,10,8,5.0,4.0,1
0.0,4.4,2.2,3.38,High,10,8,5.0,5.0,1
0.0,4.4,2.2,3.38,High,10,8,4.0,5.0,1
1.0,3.0,4.8,3.18,High,9,6,1.0,4.0,0
1.0,3.0,4.8,3.18,High,9,6,4.0,5.0,1
1.0,3.0,4.8,3.18,High,9,6,4.0,3.0,1
0.2,0.7,8.7,2.82,Low,5,9,5.0,2.0,1
0.2,0.7,8.7,2.82,Low,5,9,5.0,5.0,1
2.3,2.0,4.6,3.06,Moderate,7,8,4.0,4.0,1
2.4,1.1,3.2,3.3,High,10,8,3.0,4.0,1
2.4,1.1,3.2,3.3,High,10,8,4.0,1.0,0
2.4,1.1,3.2,3.3,High,10,8,3.0,2.0,1
2.4,1.1,3.2,3.3,High,10,8,3.0,2.0,0
2.4,1.1,3.2,3.3,High,10,8,2.0,5.0,0
2.4,1.1,3.2,3.3,High,10,8,3.0,4.0,1
2.4,1.1,3.2,3.3,High,10,8,4.0,5.0,1
2.4,1.1,3.2,3.3,High,10,8,4.0,4.0,1
2.4,1.1,3.2,3.3,High,10,8,4.0,4.0,1
2.4,1.1,3.2,3.3,High,10,8,3.0,2.0,1
2.4,1.1,3.2,3.3,High,10,8,4.0,5.0,1
3.4,3.1,3.0,2.98,Moderate,7,8,2.0,2.0,0
0.3,5.6,1.7,3.28,Moderate,8,8,5.0,3.0,1
0.3,5.6,1.7,3.28,Moderate,8,8,5.0,5.0,1
0.3,5.6,1.7,3.28,Moderate,8,8,1.0,4.0,0
0.5,4.6,3.1,3.38,Moderate,8,8,5.0,4.0,1
0.5,4.6,3.1,3.38,Moderate,8,8,5.0,5.0,1
0.5,4.6,3.1,3.38,Moderate,8,8,3.0,2.0,0
0.5,4.6,3.1,3.38,Moderate,8,8,5.0,3.0,1
0.5,4.6,3.1,3.38,Moderate,8,8,3.0,2.0,0
0.5,4.6,3.1,3.38,Moderate,8,8,1.0,5.0,0
3.6,0.5,3.6,3.18,High,8,8,5.0,1.0,0
3.6,0.5,3.6,3.18,High,8,8,3.0,2.0,0
3.6,0.5,3.6,3.18,High,8,8,4.0,5.0,1
3.6,0.5,3.6,3.18,High,8,8,1.0,2.0,0
3.8,1.1,1.9,3.3,High,9,8,3.0,4.0,1
3.8,1.1,1.9,3.3,High,9,8,4.0,2.0,1
3.8,1.1,1.9,3.3,High,9,8,5.0,2.0,1
3.8,1.1,1.9,3.3,High,9,8,4.0,3.0,1
3.8,1.1,1.9,3.3,High,9,8,4.0,3.0,1
3.2,0.4,5.7,2.6,Moderate,6,9,2.0,5.0,0
3.2,0.4,5.7,2.6,Moderate,6,9,1.0,5.0,0
3.2,0.4,5.7,2.6,Moderate,6,9,3.0,5.0,1
3.2,0.4,5.7,2.6,Moderate,6,9,4.0,2.0,0
3.2,0.4,5.7,2.6,Moderate,6,9,1.0,4.0,0
3.2,0.4,5.7,2.6,Moderate,6,9,2.0,3.0,0
3.9,3.9,1.5,2.82,Moderate,6,8,3.0,1.0,0
3.9,3.9,1.5,2.82,Moderate,6,8,2.0,3.0,1
3.9,3.9,1.5,2.82,Moderate,6,8,2.0,5.0,0
3.9,3.9,1.5,2.82,Moderate,6,8,3.0,5.0,1
3.9,3.9,1.5,2.82,Moderate,6,8,1.0,3.0,0
3.9,3.9,1.5,2.82,Moderate,6,8,4.0,1.0,0
3.9,3.9,1.5,2.82,Moderate,6,8,3.0,4.0,1
3.9,3.9,1.5,2.82,Moderate,6,8,2.0,2.0,0
1.5,1.6,2.0,3.44,High,10,9,5.0,4.0,1
1.5,1.6,2.0,3.44,High,10,9,4.0,1.0,1
1.5,1.6,2.0,3.44,High,10,9,4.0,3.0,1
1.5,1.6,2.0,3.44,High,10,9,3.0,4.0,1
1.5,1.6,2.0,3.44,High,10,9,2.0,5.0,1
1.5,1.6,2.0,3.44,High,10,9,4.0,3.0,1
1.5,1.6,2.0,3.44,High,10,9,5.0,2.0,1
1.5,1.6,2.0,3.44,High,10,9,1.0,2.0,0
1.5,1.6,2.0,3.44,High,10,9,3.0,5.0,1
1.5,1.6,2.0,3.44,High,10,9,2.0,5.0,0
1.5,1.6,2.0,3.44,High,10,9,3.0,1.0,0
3.5,3.6,3.2,3.01,High,8,6,3.0,5.0,1
3.5,3.6,3.2,3.01,High,8,6,3.0,2.0,0
3.5,3.6,3.2,3.01,High,8,6,3.0,3.0,0
3.5,3.6,3.2,3.01,High,8,6,4.0,2.0,1
3.5,3.6,3.2,3.01,High,8,6,3.0,5.0,1
3.5,3.6,3.2,3.01,High,8,6,2.0,5.0,1
3.5,3.6,3.2,3.01,High,8,6,5.0,5.0,1
3.5,3.6,3.2,3.01,High,8,6,3.0,1.0,0
3.5,3.6,3.2,3.01,High,8,6,1.0,4.0,0
3.5,3.6,3.2,3.01,High,8,6,1.0,5.0,0
3.5,3.6,3.2,3.01,High,8,6,1.0,5.0,0
3.5,3.6,3.2,3.01,High,8,6,3.0,2.0,1
0.3,2.8,3.1,3.26,High,8,9,4.0,4.0,1
0.3,2.8,3.1,3.26,High,8,9,2.0,2.0,0
0.3,2.8,3.1,3.26,High,8,9,2.0,5.0,0
0.2,4.3,4.1,3.32,High,10,6,3.0,4.0,1
0.2,4.3,4.1,3.32,High,10,6,2.0,2.0,1
0.1,0.8,9.0,2.66,Low,5,9,4.0,4.0,1
1.6,5.9,3.0,3.15,High,8,6,5.0,4.0,1
0.9,4.2,3.2,3.44,Moderate,8,8,3.0,5.0,1
0.9,4.2,3.2,3.44,Moderate,8,8,1.0,2.0,0
0.9,4.2,3.2,3.44,Moderate,8,8,2.0,3.0,0
0.9,4.2,3.2,3.44,Moderate,8,8,5.0,4.0,1
0.9,4.2,3.2,3.44,Moderate,8,8,2.0,4.0,1
0.9,4.2,3.2,3.44,Moderate,8,8,3.0,2.0,1
0.9,4.2,3.2,3.44,Moderate,8,8,3.0,4.0,1
0.9,4.2,3.2,3.44,Moderate,8,8,1.0,2.0,0
3.2,1.9,3.6,2.99,Moderate,7,8,1.0,1.0,0
3.2,1.9,3.6,2.99,Moderate,7,8,2.0,5.0,1
3.2,1.9,3.6,2.99,Moderate,7,8,3.0,3.0,0
3.2,1.9,3.6,2.99,Moderate,7,8,1.0,1.0,0
3.2,1.9,3.6,2.99,Moderate,7,8,1.0,1.0,0
3.2,1.9,3.6,2.99,Moderate,7,8,1.0,2.0,0
2.3,3.5,3.2,2.9,Low,6,9,2.0,2.0,0
2.3,3.5,3.2,2.9,Low,6,9,3.0,1.0,0
2.3,3.5,3.2,2.9,Low,6,9,5.0,2.0,0
2.3,3.5,3.2,2.9,Low,6,9,2.0,3.0,1
2.3,3.5,3.2,2.9,Low,6,9,3.0,4.0,0
2.3,3.5,3.2,2.9,Low,6,9,5.0,5.0,1
2.3,3.5,3.2,2.9,Low,6,9,2.0,4.0,0
2.3,3.5,3.2,2.9,Low,6,9,1.0,3.0,0
1.5,2.7,5.7,3.49,High,9,6,3.0,3.0,1
1.1,0.3,5.5,2.86,High,8,9,3.0,4.0,1
0.4,0.4,6.8,3.39,Moderate,8,8,3.0,3.0,1
3.0,5.0,1.9,2.9,Moderate,8,6,1.0,2.0,0
3.0,5.0,1.9,2.9,Moderate,8,6,3.0,4.0,1
3.0,5.0,1.9,2.9,Moderate,8,6,4.0,5.0,1
3.0,5.0,1.9,2.9,Moderate,8,6,3.0,1.0,1
3.0,5.0,1.9,2.9,Moderate,8,6,1.0,2.0,0
3.0,5.0,1.9,2.9,Moderate,8,6,5.0,3.0,1
3.0,5.0,1.9,2.9,Moderate,8,6,2.0,4.0,0
3.0,5.0,1.9,2.9,Moderate,8,6,2.0,1.0,0
3.0,5.0,1.9,2.9,Moderate,8,6,3.0,5.0,0
2.5,0.8,6.3,2.81,Moderate,7,8,3.0,4.0,0
2.5,0.8,6.3,2.81,Moderate,7,8,3.0,5.0,1
2.5,0.8,6.3,2.81,Moderate,7,8,5.0,5.0,1
1.6,1.3,6.5,2.76,Moderate,6,8,3.0,4.0,0
1.6,1.3,6.5,2.76,Moderate,6,8,1.0,3.0,0
3.4,0.9,1.6,3.11,High,9,9,1.0,2.0,0
3.4,0.9,1.6,3.11,High,9,9,1.0,3.0,0
3.4,0.9,1.6,3.11,High,9,9,5.0,5.0,1
3.4,0.9,1.6,3.11,High,9,9,5.0,1.0,1
3.4,0.9,1.6,3.11,High,9,9,3.0,5.0,1
2.9,5.3,0.1,3.26,Moderate,7,8,5.0,5.0,1
2.9,5.3,0.1,3.26,Moderate,7,8,4.0,5.0,1
2.9,5.3,0.1,3.26,Moderate,7,8,3.0,5.0,1
2.9,5.3,0.1,3.26,Moderate,7,8,1.0,2.0,0
2.9,5.3,0.1,3.26,Moderate,7,8,4.0,5.0,1
2.6,5.5,1.8,3.01,Moderate,6,8,3.0,5.0,0
2.6,5.5,1.8,3.01,Moderate,6,8,4.0,5.0,1
2.6,5.5,1.8,3.01,Moderate,6,8,3.0,5.0,1
2.6,5.5,1.8,3.01,Moderate,6,8,4.0,4.0,1
2.6,5.5,1.8,3.01,Moderate,6,8,3.0,3.0,0
1.3,2.8,6.1,3.21,Moderate,8,6,2.0,4.0,1
3.1,4.6,1.8,2.97,Low,6,9,4.0,5.0,1
2.6,3.5,3.1,2.72,Low,6,9,3.0,3.0,0
2.6,3.5,3.1,2.72,Low,6,9,5.0,5.0,1
0.1,0.5,7.6,3.56,Moderate,8,8,5.0,3.0,1
0.1,0.5,7.6,3.56,Moderate,8,8,4.0,4.0,1
0.1,0.5,7.6,3.56,Moderate,8,8,2.0,4.0,1
0.1,0.5,7.6,3.56,Moderate,8,8,3.0,3.0,0
0.1,0.5,7.6,3.56,Moderate,8,8,3.0,3.0,0
0.1,0.5,7.6,3.56,Moderate,8,8,1.0,5.0,1
0.1,0.5,7.6,3.56,Moderate,8,8,3.0,4.0,1
0.1,0.5,7.6,3.56,Moderate,8,8,5.0,4.0,1
0.1,0.5,7.6,3.56,Moderate,8,8,5.0,3.0,0
0.1,0.5,7.6,3.56,Moderate,8,8,2.0,5.0,1
0.1,0.5,7.6,3.56,Moderate,8,8,3.0,5.0,1
0.1,0.5,7.6,3.56,Moderate,8,8,3.0,4.0,1
0.1,0.5,7.6,3.56,Moderate,8,8,3.0,3.0,1
0.1,0.5,7.6,3.56,Moderate,8,8,5.0,5.0,1
1.2,0.8,7.1,3.28,Moderate,7,8,3.0,1.0,0
0.4,5.3,6.8,3.0,High,6,6,4.0,3.0,1
0.4,5.3,6.8,3.0,High,6,6,4.0,1.0,1
1.9,3.9,5.1,3.17,High,8,6,1.0,1.0,0
0.3,0.3,9.7,3.25,High,8,6,1.0,3.0,0
0.3,0.3,9.7,3.25,High,8,6,1.0,3.0,1
0.3,0.3,9.7,3.25,High,8,6,1.0,3.0,0
0.3,0.3,9.7,3.25,High,8,6,5.0,2.0,0
2.8,4.4,2.0,3.5,High,9,6,1.0,2.0,0
2.8,4.4,2.0,3.5,High,9,6,4.0,5.0,1
2.8,4.4,2.0,3.5,High,9,6,4.0,2.0,0
2.8,4.4,2.0,3.5,High,9,6,1.0,1.0,0
2.8,4.4,2.0,3.5,High,9,6,5.0,3.0,1
2.8,4.4,2.0,3.5,High,9,6,4.0,2.0,1
0.1,4.1,1.6,3.26,High,10,8,2.0,1.0,0
0.1,4.1,1.6,3.26,High,10,8,3.0,1.0,0
0.1,4.1,1.6,3.26,High,10,8,3.0,3.0,1
0.1,4.1,1.6,3.26,High,10,8,5.0,4.0,1
0.1,4.1,1.6,3.26,High,10,8,4.0,4.0,1
0.5,5.9,1.1,3.44,High,8,8,3.0,5.0,1
0.5,5.9,1.1,3.44,High,8,8,1.0,2.0,0
0.5,5.9,1.1,3.44,High,8,8,2.0,3.0,0
0.5,5.9,1.1,3.44,High,8,8,5.0,4.0,1
0.5,5.9,1.1,3.44,High,8,8,2.0,4.0,1
0.5,5.9,1.1,3.44,High,8,8,3.0,2.0,1
0.5,5.9,1.1,3.44,High,8,8,3.0,4.0,1
0.5,5.9,1.1,3.44,High,8,8,1.0,2.0,0
2.7,4.3,1.9,2.58,Moderate,7,8,5.0,5.0,1
2.7,1.5,5.3,3.04,Low,5,9,4.0,5.0,1
1.0,1.1,4.7,3.36,High,9,8,5.0,1.0,1
3.6,4.4,1.4,2.44,Low,6,9,4.0,2.0,1
3.6,4.4,1.4,2.44,Low,6,9,1.0,4.0,0
3.6,4.4,1.4,2.44,Low,6,9,3.0,4.0,0
3.6,4.4,1.4,2.44,Low,6,9,1.0,3.0,0
3.6,4.4,1.4,2.44,Low,6,9,1.0,2.0,0
0.4,3.5,3.6,3.0,Moderate,8,9,5.0,2.0,1
0.4,3.5,3.6,3.0,Moderate,8,9,3.0,4.0,1
0.4,3.5,3.6,3.0,Moderate,8,9,4.0,5.0,1
0.4,3.5,3.6,3.0,Moderate,8,9,3.0,2.0,0
0.8,0.3,11.1,3.11,High,6,6,4.0,1.0,1
0.8,0.3,11.1,3.11,High,6,6,5.0,2.0,0
0.8,0.3,11.1,3.11,High,6,6,5.0,2.0,0
0.8,0.3,11.1,3.11,High,6,6,5.0,4.0,1
0.2,4.9,5.9,2.82,Low,5,8,5.0,5.0,1
0.2,4.9,5.9,2.82,Low,5,8,1.0,5.0,1
1.4,1.6,6.4,3.23,Moderate,7,8,4.0,2.0,1
1.4,1.6,6.4,3.23,Moderate,7,8,5.0,3.0,1
1.4,1.6,6.4,3.23,Moderate,7,8,4.0,5.0,1
1.4,1.6,6.4,3.23,Moderate,7,8,5.0,5.0,1
0.4,3.5,5.1,2.96,Low,6,9,2.0,1.0,0
3.1,3.6,0.7,3.12,High,8,8,2.0,1.0,1
3.1,3.6,0.7,3.12,High,8,8,4.0,3.0,0
3.1,3.6,0.7,3.12,High,8,8,3.0,5.0,1
0.7,1.1,5.7,3.18,Moderate,8,9,1.0,5.0,1
0.7,1.1,5.7,3.18,Moderate,8,9,5.0,3.0,1
0.7,1.1,5.7,3.18,Moderate,8,9,1.0,3.0,0
0.7,1.1,5.7,3.18,Moderate,8,9,2.0,5.0,1
0.7,1.1,5.7,3.18,Moderate,8,9,2.0,5.0,1
0.7,1.1,5.7,3.18,Moderate,8,9,2.0,1.0,0
0.7,1.1,5.7,3.18,Moderate,8,9,1.0,3.0,0
0.8,4.6,3.3,3.12,High,10,6,4.0,3.0,1
0.8,4.6,3.3,3.12,High,10,6,3.0,5.0,1
0.8,4.6,3.3,3.12,High,10,6,2.0,4.0,0
0.8,4.6,3.3,3.12,High,10,6,3.0,4.0,1
0.8,4.6,3.3,3.12,High,10,6,4.0,4.0,1
0.8,4.6,3.3,3.12,High,10,6,1.0,3.0,0
0.8,4.6,3.3,3.12,High,10,6,5.0,5.0,1
0.8,4.6,3.3,3.12,High,10,6,3.0,2.0,1
0.8,4.6,3.3,3.12,High,10,6,2.0,1.0,1
0.8,4.6,3.3,3.12,High,10,6,2.0,1.0,1
3.6,3.9,3.3,3.01,High,8,6,3.0,5.0,1
3.6,3.9,3.3,3.01,High,8,6,3.0,2.0,0
3.6,3.9,3.3,3.01,High,8,6,3.0,3.0,0
3.6,3.9,3.3,3.01,High,8,6,4.0,2.0,1
3.6,3.9,3.3,3.01,High,8,6,3.0,5.0,1
3.6,3.9,3.3,3.01,High,8,6,2.0,5.0,1
3.6,3.9,3.3,3.01,High,8,6,5.0,5.0,1
3.6,3.9,3.3,3.01,High,8,6,3.0,1.0,0
3.6,3.9,3.3,3.01,High,8,6,1.0,4.0,0
3.6,3.9,3.3,3.01,High,8,6,1.0,5.0,0
3.6,3.9,3.3,3.01,High,8,6,1.0,5.0,0
3.6,3.9,3.3,3.01,High,8,6,3.0,2.0,1
2.4,1.4,3.0,3.17,High,8,9,3.0,2.0,1
2.4,1.4,3.0,3.17,High,8,9,5.0,4.0,1
2.4,1.4,3.0,3.17,High,8,9,2.0,4.0,0
2.4,1.4,3.0,3.17,High,8,9,1.0,1.0,0
2.4,1.4,3.0,3.17,High,8,9,5.0,5.0,0
0.4,5.3,0.5,3.56,High,10,8,3.0,4.0,0
0.4,5.3,0.5,3.56,High,10,8,3.0,5.0,1
0.4,5.3,0.5,3.56,High,10,8,5.0,3.0,1
0.4,5.3,0.5,3.56,High,10,8,5.0,5.0,1
0.4,5.3,0.5,3.56,High,10,8,4.0,3.0,1
0.4,5.3,0.5,3.56,High,10,8,4.0,2.0,1
0.4,5.3,0.5,3.56,High,10,8,4.0,4.0,1
0.4,5.3,0.5,3.56,High,10,8,1.0,4.0,1
0.4,5.3,0.5,3.56,High,10,8,4.0,4.0,1
0.4,5.3,0.5,3.56,High,10,8,3.0,3.0,1
0.4,5.3,0.5,3.56,High,10,8,5.0,5.0,1
0.4,5.3,0.5,3.56,High,10,8,5.0,3.0,1
0.4,5.3,0.5,3.56,High,10,8,3.0,5.0,1
0.4,5.3,0.5,3.56,High,10,8,5.0,1.0,1
0.4,5.3,0.5,3.56,High,10,8,1.0,4.0,0
0.4,5.3,0.5,3.56,High,10,8,5.0,5.0,1
1.2,1.8,6.7,3.25,High,8,6,1.0,3.0,0
1.2,1.8,6.7,3.25,High,8,6,1.0,3.0,1
1.2,1.8,6.7,3.25,High,8,6,1.0,3.0,0
1.2,1.8,6.7,3.25,High,8,6,5.0,2.0,0
3.7,1.9,3.5,2.97,Low,6,9,4.0,5.0,1
2.7,1.3,3.5,3.68,High,8,8,2.0,3.0,0
2.7,1.3,3.5,3.68,High,8,8,1.0,2.0,0
2.7,1.3,3.5,3.68,High,8,8,5.0,5.0,1
2.7,1.3,3.5,3.68,High,8,8,2.0,3.0,1
2.7,1.3,3.5,3.68,High,8,8,4.0,5.0,1
2.7,1.3,3.5,3.68,High,8,8,4.0,5.0,1
2.7,1.3,3.5,3.68,High,8,8,5.0,5.0,1
2.7,1.3,3.5,3.68,High,8,8,5.0,3.0,1
2.7,1.3,3.5,3.68,High,8,8,5.0,2.0,0
2.7,1.3,3.5,3.68,High,8,8,4.0,5.0,1
2.7,1.3,3.5,3.68,High,8,8,3.0,4.0,1
3.2,4.7,4.4,2.89,High,6,6,5.0,4.0,1
3.2,4.7,4.4,2.89,High,6,6,1.0,4.0,0
0.3,5.5,5.6,3.06,Moderate,6,6,1.0,4.0,0
0.3,5.5,5.6,3.06,Moderate,6,6,5.0,4.0,1
2.9,4.3,2.3,3.21,High,8,6,2.0,4.0,1
0.6,1.4,4.8,3.15,High,8,9,1.0,5.0,0
0.6,1.4,4.8,3.15,High,8,9,5.0,4.0,1
0.6,1.4,4.8,3.15,High,8,9,3.0,3.0,1
0.6,1.4,4.8,3.15,High,8,9,4.0,4.0,1
0.6,1.4,4.8,3.15,High,8,9,2.0,5.0,1
0.6,1.4,4.8,3.15,High,8,9,5.0,5.0,1
0.6,1.4,4.8,3.15,High,8,9,3.0,5.0,0
0.6,1.4,4.8,3.15,High,8,9,3.0,1.0,0
0.6,1.4,4.8,3.15,High,8,9,5.0,4.0,1
1.6,0.6,5.5,3.4,High,8,8,1.0,3.0,1
1.6,0.6,5.5,3.4,High,8,8,3.0,5.0,1
1.6,0.6,5.5,3.4,High,8,8,2.0,4.0,1
0.8,4.0,2.9,3.39,High,10,6,2.0,2.0,0
0.8,4.0,2.9,3.39,High,10,6,3.0,4.0,1
3.9,2.2,3.1,2.89,Moderate,7,8,5.0,5.0,1
3.9,2.2,3.1,2.89,Moderate,7,8,3.0,4.0,1
3.9,2.2,3.1,2.89,Moderate,7,8,2.0,4.0,0
3.9,2.2,3.1,2.89,Moderate,7,8,4.0,4.0,1
0.2,3.5,9.3,2.98,High,5,6,5.0,3.0,1
2.0,1.4,1.8,3.64,High,10,9,5.0,3.0,1
2.0,1.4,1.8,3.64,High,10,9,4.0,4.0,1
2.0,1.4,1.8,3.64,High,10,9,1.0,5.0,0
3.8,4.4,0.7,3.16,Low,6,9,3.0,5.0,0
3.8,4.4,0.7,3.16,Low,6,9,5.0,4.0,1
3.8,4.4,0.7,3.16,Low,6,9,3.0,4.0,1
3.8,4.4,0.7,3.16,Low,6,9,3.0,3.0,0
0.9,5.0,3.9,2.61,Moderate,6,8,3.0,1.0,0
3.7,1.6,1.9,2.6,Moderate,8,9,2.0,3.0,1
2.2,2.3,5.7,3.28,High,8,6,2.0,1.0,0
2.2,2.3,5.7,3.28,High,8,6,4.0,4.0,1
3.1,1.0,6.6,2.92,Moderate,7,6,2.0,1.0,0
3.1,1.0,6.6,2.92,Moderate,7,6,1.0,1.0,0
3.7,2.0,2.7,2.88,Moderate,7,9,4.0,1.0,0
3.7,2.0,2.7,2.88,Moderate,7,9,1.0,2.0,0
3.7,2.0,2.7,2.88,Moderate,7,9,1.0,2.0,0
2.7,2.9,2.1,3.49,High,10,6,3.0,3.0,1
2.7,2.9,2.1,3.49,High,10,6,1.0,4.0,0
2.7,2.9,2.1,3.49,High,10,6,4.0,1.0,1
2.7,2.9,2.1,3.49,High,10,6,2.0,1.0,0
2.7,2.9,2.1,3.49,High,10,6,3.0,4.0,1
3.9,3.9,4.8,2.99,High,6,6,5.0,3.0,1
3.9,3.9,4.8,2.99,High,6,6,5.0,2.0,1
3.9,3.9,4.8,2.99,High,6,6,5.0,3.0,1
3.9,3.9,4.8,2.99,High,6,6,3.0,4.0,1
3.9,3.9,4.8,2.99,High,6,6,5.0,3.0,0
3.9,3.9,4.8,2.99,High,6,6,5.0,4.0,1
3.9,3.9,4.8,2.99,High,6,6,5.0,3.0,1
3.9,3.9,4.8,2.99,High,6,6,3.0,3.0,1
2.7,3.8,0.5,3.14,High,9,8,1.0,1.0,0
1.3,5.9,5.2,3.1,Low,5,6,4.0,5.0,1
0.8,1.7,6.9,3.12,High,8,6,3.0,4.0,1
0.8,1.7,6.9,3.12,High,8,6,4.0,4.0,1
0.8,1.7,6.9,3.12,High,8,6,3.0,3.0,1
0.6,3.7,5.0,2.88,Low,6,9,2.0,3.0,0
0.6,3.7,5.0,2.88,Low,6,9,1.0,2.0,0
0.6,3.7,5.0,2.88,Low,6,9,4.0,3.0,1
0.6,3.7,5.0,2.88,Low,6,9,3.0,3.0,0
1.5,4.9,2.3,2.88,Moderate,6,9,2.0,3.0,0
1.5,4.9,2.3,2.88,Moderate,6,9,1.0,2.0,0
1.5,4.9,2.3,2.88,Moderate,6,9,4.0,3.0,1
1.5,4.9,2.3,2.88,Moderate,6,9,3.0,3.0,0
0.8,4.4,0.8,3.37,High,9,9,2.0,1.0,0
0.6,3.5,7.0,2.77,Low,5,8,1.0,5.0,1
0.6,3.5,7.0,2.77,Low,5,8,4.0,3.0,1
0.6,1.0,6.8,3.11,Moderate,7,8,1.0,3.0,1
1.0,4.8,1.1,3.22,High,8,9,1.0,3.0,0
1.0,4.8,1.1,3.22,High,8,9,1.0,2.0,0
1.0,4.8,1.1,3.22,High,8,9,3.0,2.0,0
1.0,4.8,1.1,3.22,High,8,9,3.0,2.0,1
1.0,4.8,1.1,3.22,High,8,9,2.0,2.0,0
1.0,4.8,1.1,3.22,High,8,9,3.0,2.0,0
1.0,4.8,1.1,3.22,High,8,9,5.0,4.0,1
1.0,4.8,1.1,3.22,High,8,9,5.0,4.0,1
1.0,4.8,1.1,3.22,High,8,9,5.0,5.0,1
1.0,4.8,1.1,3.22,High,8,9,2.0,1.0,0
1.0,4.8,1.1,3.22,High,8,9,5.0,1.0,0
1.0,4.8,1.1,3.22,High,8,9,1.0,4.0,0
1.0,4.8,1.1,3.22,High,8,9,5.0,4.0,1
1.0,4.8,1.1,3.22,High,8,9,1.0,4.0,1
1.0,4.8,1.1,3.22,High,8,9,5.0,5.0,1
1.0,4.8,1.1,3.22,High,8,9,3.0,2.0,0
1.0,4.8,1.1,3.22,High,8,9,4.0,2.0,1
1.0,4.8,1.1,3.22,High,8,9,2.0,5.0,1
1.0,4.8,1.1,3.22,High,8,9,5.0,4.0,1
1.0,4.8,1.1,3.22,High,8,9,1.0,4.0,1
1.0,4.8,1.1,3.22,High,8,9,5.0,2.0,1
1.4,1.3,4.3,3.27,High,8,9,5.0,5.0,1
1.4,1.3,4.3,3.27,High,8,9,5.0,5.0,1
0.6,4.6,3.2,3.11,Moderate,7,8,1.0,3.0,1
2.0,5.6,1.8,2.95,Low,6,9,3.0,5.0,1
1.6,2.7,2.8,3.16,Moderate,8,9,5.0,5.0,1
2.0,4.5,0.9,2.77,Moderate,7,9,1.0,3.0,1
2.3,4.8,3.2,2.93,Moderate,8,6,1.0,5.0,0
0.8,0.1,5.8,3.61,High,9,8,3.0,3.0,0
2.3,4.5,4.5,2.92,Moderate,7,6,2.0,1.0,0
2.3,4.5,4.5,2.92,Moderate,7,6,1.0,1.0,0
3.4,5.2,4.1,3.06,Low,5,6,3.0,4.0,0
3.6,1.1,7.1,2.82,High,7,6,1.0,4.0,0
3.6,1.1,7.1,2.82,High,7,6,4.0,2.0,0
3.6,1.1,7.1,2.82,High,7,6,5.0,5.0,0
3.6,1.1,7.1,2.82,High,7,6,1.0,1.0,0
0.3,5.7,4.5,3.11,Moderate,8,6,1.0,2.0,1
0.3,5.7,4.5,3.11,Moderate,8,6,5.0,3.0,1
0.3,5.7,4.5,3.11,Moderate,8,6,4.0,4.0,1
0.3,5.7,4.5,3.11,Moderate,8,6,4.0,4.0,1
0.3,5.7,4.5,3.11,Moderate,8,6,5.0,5.0,1
0.3,5.7,4.5,3.11,Moderate,8,6,3.0,5.0,1
2.2,4.1,1.8,3.49,High,10,6,3.0,3.0,1
2.2,4.1,1.8,3.49,High,10,6,1.0,4.0,0
2.2,4.1,1.8,3.49,High,10,6,4.0,1.0,1
2.2,4.1,1.8,3.49,High,10,6,2.0,1.0,0
2.2,4.1,1.8,3.49,High,10,6,3.0,4.0,1
4.0,3.6,1.8,3.36,High,8,6,3.0,4.0,0
4.0,3.6,1.8,3.36,High,8,6,5.0,3.0,0
4.0,3.6,1.8,3.36,High,8,6,3.0,2.0,1
1.2,1.7,7.8,3.25,High,8,6,1.0,3.0,0
1.2,1.7,7.8,3.25,High,8,6,1.0,3.0,1
1.2,1.7,7.8,3.25,High,8,6,1.0,3.0,0
1.2,1.7,7.8,3.25,High,8,6,5.0,2.0,0
3.0,0.5,5.9,3.17,Moderate,7,8,1.0,2.0,0
3.0,0.5,5.9,3.17,Moderate,7,8,3.0,4.0,1
3.0,0.5,5.9,3.17,Moderate,7,8,1.0,2.0,0
3.5,1.0,5.1,2.3,Low,6,9,4.0,1.0,0
3.5,1.0,5.1,2.3,Low,6,9,5.0,1.0,1
3.5,1.0,5.1,2.3,Low,6,9,3.0,5.0,1
